NAME	PROBE	GENE SYMBOL	GENE_TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_32	KIF13B	null	null	5891	0.6994460225105286	-0.09338301	No	
row_33	ALOX15B	null	null	5920	0.6931449174880981	-0.09254682	No	
row_34	PERP	null	null	5945	0.689595103263855	-0.09156427	No	
row_35	DNTTIP2	null	null	5968	0.6851332187652588	-0.09051602	No	
row_36	ABCC5	null	null	6160	0.6548344492912292	-0.096153446	No	
row_37	TGFA	null	null	6308	0.6281901001930237	-0.10014636	No	
row_38	FOXO3	null	null	6631	0.58251953125	-0.11110211	No	
row_39	TXNIP	null	null	6837	0.547740638256073	-0.11758456	No	
row_40	CSRNP2	null	null	7141	0.5056325197219849	-0.12801223	No	
row_41	TP53	null	null	7274	0.4868502914905548	-0.13181275	No	
row_42	APP	null	null	7364	0.47559407353401184	-0.133965	No	
row_43	PITPNC1	null	null	7790	0.4204772412776947	-0.1493952	No	
row_44	RRP8	null	null	8016	0.39939576387405396	-0.1570719	No	
row_45	PCNA	null	null	8208	0.3777943551540375	-0.16348067	No	
row_46	VWA5A	null	null	8335	0.361762672662735	-0.16739511	No	
row_47	ACVR1B	null	null	8368	0.3576486110687256	-0.16764927	No	
row_48	TP63	null	null	8416	0.3505808413028717	-0.16850904	No	
row_49	CGRRF1	null	null	8417	0.3505135774612427	-0.16753311	No	
row_50	TOB1	null	null	8601	0.33463969826698303	-0.17374955	No	
row_51	GLS2	null	null	8959	0.28660714626312256	-0.18689632	No	
row_52	TRIAP1	null	null	9024	0.27811118960380554	-0.1886219	No	
row_53	CCP110	null	null	9118	0.2662211060523987	-0.19151334	No	
row_54	NDRG1	null	null	9173	0.26058128476142883	-0.19289711	No	
row_55	PTPN14	null	null	9715	0.2047671526670456	-0.21345897	No	
row_56	AK1	null	null	9822	0.1952095329761505	-0.21705592	No	
row_57	ISCU	null	null	10319	0.17485377192497253	-0.23594332	No	
row_58	FOS	null	null	10437	0.164006769657135	-0.24005683	No	
row_59	APAF1	null	null	10858	0.14749467372894287	-0.25605178	No	
row_60	IL1A	null	null	11183	0.11795458942651749	-0.2683791	No	
row_61	HEXIM1	null	null	11204	0.11573182046413422	-0.2688381	No	
row_62	WWP1	null	null	11363	0.09951180219650269	-0.27473268	No	
row_63	PPP1R15A	null	null	11424	0.09249565005302429	-0.27681878	No	
row_64	TSPYL2	null	null	11681	0.06728611141443253	-0.28663105	No	
row_65	RPS12	null	null	11698	0.06582147628068924	-0.28707278	No	
row_66	TRAFD1	null	null	11886	0.046049270778894424	-0.29424897	No	
row_67	IFI30	null	null	11896	0.04521913826465607	-0.2944746	No	
row_68	TNNI1	null	null	11954	0.03980913385748863	-0.29659024	No	
row_69	NUPR1	null	null	11989	0.037407830357551575	-0.29781416	No	
row_70	CEBPA	null	null	12260	0.007954222150146961	-0.3083385	No	
row_71	CCNG1	null	null	13315	-0.004044442903250456	-0.3494975	No	
row_72	ZNF365	null	null	13714	-0.04534853249788284	-0.3649175	No	
row_73	KLK8	null	null	13761	-0.050328388810157776	-0.36657417	No	
row_74	BMP2	null	null	13777	-0.05243796482682228	-0.36701408	No	
row_75	FBXW7	null	null	13828	-0.05650705099105835	-0.3688098	No	
row_76	ZMAT3	null	null	13923	-0.0624404102563858	-0.3723077	No	
row_77	MAPKAPK3	null	null	14202	-0.08606194704771042	-0.38292703	No	
row_78	EPHX1	null	null	14314	-0.0921526700258255	-0.38700622	No	
row_79	BLCAP	null	null	14542	-0.11129853874444962	-0.39556316	No	
row_80	NOL8	null	null	14569	-0.11277502775192261	-0.39626476	No	
row_81	ZBTB16	null	null	14625	-0.11770857870578766	-0.3980854	No	
row_82	IP6K2	null	null	14646	-0.11979204416275024	-0.39853308	No	
row_83	HSPA4L	null	null	14703	-0.12484454363584518	-0.4003729	No	
row_84	RACK1	null	null	14835	-0.1372741162776947	-0.40510768	No	
row_85	SLC3A2	null	null	14879	-0.14177151024341583	-0.40639254	No	
row_86	CCND3	null	null	15005	-0.15407007932662964	-0.4108462	No	
row_87	ZFP36L1	null	null	15021	-0.15530213713645935	-0.41099972	No	
row_88	PRMT2	null	null	15083	-0.16230900585651398	-0.41293052	No	
row_89	CCND2	null	null	15103	-0.1643228828907013	-0.41321516	No	
row_90	HBEGF	null	null	15317	-0.1896435022354126	-0.42100716	No	
row_91	RPL36	null	null	15454	-0.20736916363239288	-0.42574206	No	
row_92	CDKN2B	null	null	15836	-0.2505326569080353	-0.43992674	No	
row_93	ADA	null	null	16351	-0.31637969613075256	-0.4591232	No	
row_94	HDAC3	null	null	16381	-0.32085320353507996	-0.45936263	No	
row_95	CDK5R1	null	null	16992	-0.3564428389072418	-0.4821974	No	
row_96	CDKN2A	null	null	17014	-0.3582523465156555	-0.48202023	No	
row_97	RAP2B	null	null	17027	-0.3601342439651489	-0.48148623	No	
row_98	RPS27L	null	null	17054	-0.36407792568206787	-0.48148814	No	
row_99	ERCC5	null	null	17341	-0.3963770866394043	-0.49155596	No	
row_100	CLCA2	null	null	17669	-0.43420812487602234	-0.50311995	No	
row_101	PROCR	null	null	17961	-0.4691108763217926	-0.51318055	No	
row_102	TAP1	null	null	18351	-0.5232019424438477	-0.52691853	No	
row_103	CTSF	null	null	18544	-0.5488505959510803	-0.53289014	No	
row_104	TGFB1	null	null	18609	-0.5590571761131287	-0.53383344	No	
row_105	MKNK2	null	null	18716	-0.5761862397193909	-0.5363697	No	
row_106	DRAM1	null	null	18899	-0.6002945303916931	-0.5418074	No	
row_107	SEC61A1	null	null	18904	-0.6011275053024292	-0.54028994	No	
row_108	DEF6	null	null	19056	-0.6234070658683777	-0.5444524	No	
row_109	RAD9A	null	null	19085	-0.6268776059150696	-0.5438008	No	
row_110	TAX1BP3	null	null	19227	-0.6481102705001831	-0.5475038	No	
row_111	RXRA	null	null	19361	-0.6730000376701355	-0.5508251	No	
row_112	NHLH2	null	null	19476	-0.688795804977417	-0.5533603	No	
row_113	TCHH	null	null	19562	-0.7069231271743774	-0.55471224	No	
row_114	PLK2	null	null	19590	-0.7126420140266418	-0.5537827	No	
row_115	ABAT	null	null	19626	-0.7202634215354919	-0.55314445	No	
row_116	RETSAT	null	null	19665	-0.7269843816757202	-0.5526046	No	
row_117	ST14	null	null	20095	-0.8047716021537781	-0.5671211	No	
row_118	RPL18	null	null	20258	-0.83656907081604	-0.5711198	No	
row_119	CD81	null	null	20275	-0.8404309749603271	-0.5694048	No	
row_120	RGS16	null	null	20305	-0.8462162613868713	-0.56818146	No	
row_121	FGF13	null	null	20338	-0.8520075082778931	-0.56705916	No	
row_122	PMM1	null	null	20681	-0.923044741153717	-0.577848	No	
row_123	POM121	null	null	20696	-0.926815927028656	-0.5758144	No	
row_124	DCXR	null	null	20735	-0.9346787929534912	-0.5746963	No	
row_125	VDR	null	null	20972	-0.9846484661102295	-0.5811732	No	
row_126	INHBB	null	null	21056	-0.9990154504776001	-0.58163375	No	
row_127	HMOX1	null	null	21082	-1.0045661926269531	-0.5798133	No	
row_128	UPP1	null	null	21231	-1.04312264919281	-0.58269	No	
row_129	SPHK1	null	null	21574	-1.126783847808838	-0.5929116	No	
row_130	IER3	null	null	21790	-1.190908670425415	-0.5979939	Yes	
row_131	SFN	null	null	21807	-1.1945860385894775	-0.59529287	Yes	
row_132	CTSD	null	null	21819	-1.1979386806488037	-0.59238714	Yes	
row_133	IRAK1	null	null	21908	-1.2276142835617065	-0.5924065	Yes	
row_134	COQ8A	null	null	21914	-1.2292864322662354	-0.58917916	Yes	
row_135	JUN	null	null	21919	-1.2315635681152344	-0.58590645	Yes	
row_136	HRAS	null	null	21955	-1.2398886680603027	-0.5838214	Yes	
row_137	SERPINB5	null	null	22079	-1.279470443725586	-0.5850635	Yes	
row_138	TCN2	null	null	22090	-1.2822740077972412	-0.58188397	Yes	
row_139	PVT1	null	null	22236	-1.3234307765960693	-0.583863	Yes	
row_140	SDC1	null	null	22281	-1.3388316631317139	-0.58185405	Yes	
row_141	KLF4	null	null	22283	-1.3393559455871582	-0.578164	Yes	
row_142	STEAP3	null	null	22320	-1.3501017093658447	-0.57581115	Yes	
row_143	ANKRA2	null	null	22331	-1.3529738187789917	-0.5724347	Yes	
row_144	ABHD4	null	null	22382	-1.3710383176803589	-0.57057047	Yes	
row_145	TRIB3	null	null	22506	-1.4109747409820557	-0.5714464	Yes	
row_146	BAK1	null	null	22556	-1.4313042163848877	-0.5693753	Yes	
row_147	MXD4	null	null	22613	-1.4527465105056763	-0.5675179	Yes	
row_148	RNF19B	null	null	22839	-1.5480992794036865	-0.57199633	Yes	
row_149	SOCS1	null	null	23150	-1.676106572151184	-0.5794385	Yes	
row_150	ITGB4	null	null	23179	-1.6907020807266235	-0.57582486	Yes	
row_151	RAB40C	null	null	23208	-1.7077107429504395	-0.5721638	Yes	
row_152	EPHA2	null	null	23289	-1.742937684059143	-0.57043594	Yes	
row_153	BAIAP2	null	null	23392	-1.790408730506897	-0.5694352	Yes	
row_154	CD82	null	null	23568	-1.8748385906219482	-0.5710508	Yes	
row_155	DDIT3	null	null	23615	-1.9069511890411377	-0.5675382	Yes	
row_156	ATF3	null	null	23789	-2.018095016479492	-0.5686768	Yes	
row_157	LIF	null	null	23824	-2.043938159942627	-0.56431407	Yes	
row_158	PDGFA	null	null	23983	-2.1548891067504883	-0.5644859	Yes	
row_159	PTPRE	null	null	23990	-2.1608681678771973	-0.5587039	Yes	
row_160	GPX2	null	null	24190	-2.3196358680725098	-0.56001854	Yes	
row_161	IER5	null	null	24290	-2.4131689071655273	-0.5571667	Yes	
row_162	JAG2	null	null	24529	-2.6377129554748535	-0.5591191	Yes	
row_163	NINJ1	null	null	24617	-2.7475669384002686	-0.5548675	Yes	
row_164	XPC	null	null	24629	-2.7625138759613037	-0.54760563	Yes	
row_165	PRKAB1	null	null	24710	-2.854397773742676	-0.54278314	Yes	
row_166	TNFSF9	null	null	24765	-2.931716203689575	-0.53672975	Yes	
row_167	WRAP73	null	null	24802	-2.991758346557617	-0.52980614	Yes	
row_168	PPM1D	null	null	24921	-3.1786184310913086	-0.5255652	Yes	
row_169	CYFIP2	null	null	25009	-3.3608505725860596	-0.51960605	Yes	
row_170	AEN	null	null	25090	-3.5478174686431885	-0.5128529	Yes	
row_171	KRT17	null	null	25148	-3.7171690464019775	-0.5047298	Yes	
row_172	RRAD	null	null	25168	-3.787090301513672	-0.4949277	Yes	
row_173	RALGDS	null	null	25182	-3.827331304550171	-0.48477924	Yes	
row_174	OSGIN1	null	null	25199	-3.8671646118164062	-0.47463703	Yes	
row_175	MDM2	null	null	25265	-4.059353351593018	-0.4658737	Yes	
row_176	BAX	null	null	25267	-4.071066379547119	-0.45457786	Yes	
row_177	TRAF4	null	null	25360	-4.464146614074707	-0.44574213	Yes	
row_178	RHBDF2	null	null	25376	-4.53756856918335	-0.43369427	Yes	
row_179	PLXNB2	null	null	25430	-4.7746686935424805	-0.4224706	Yes	
row_180	SESN1	null	null	25501	-5.174345970153809	-0.41079816	Yes	
row_181	FAS	null	null	25521	-5.334362030029297	-0.39668807	Yes	
row_182	DDIT4	null	null	25577	-5.792959690093994	-0.38270733	Yes	
row_183	NOTCH1	null	null	25614	-6.110019207000732	-0.36710164	Yes	
row_184	POLH	null	null	25659	-6.681304931640625	-0.35021785	Yes	
row_185	DGKA	null	null	25694	-7.202247142791748	-0.331493	Yes	
row_186	DDB2	null	null	25721	-7.771529674530029	-0.31087065	Yes	
row_187	EPS8L2	null	null	25730	-8.087376594543457	-0.28866577	Yes	
row_188	PLK3	null	null	25750	-9.030388832092285	-0.264265	Yes	
row_189	GADD45A	null	null	25754	-9.442122459411621	-0.23809287	Yes	
row_190	PIDD1	null	null	25768	-10.853403091430664	-0.20838198	Yes	
row_191	FDXR	null	null	25772	-11.002161979675293	-0.17786631	Yes	
row_192	PHLDA3	null	null	25790	-17.974504470825195	-0.12848467	Yes	
row_193	CDKN1A	null	null	25792	-20.003013610839844	-0.07283017	Yes	
row_194	BTG2	null	null	25794	-26.18575668334961	3.8688304E-5	Yes	
