NAME	PROBE	GENE SYMBOL	GENE_TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_157	PMM1	null	null	17140	-0.2218536138534546	0.10739	No	
row_158	RRP8	null	null	17329	-0.23697209358215332	0.10235572	No	
row_159	TNNI1	null	null	17344	-0.23797790706157684	0.10412784	No	
row_160	CDKN2AIP	null	null	17527	-0.2535933256149292	0.09948989	No	
row_161	ALOX15B	null	null	17593	-0.25986847281455994	0.099483214	No	
row_162	CGRRF1	null	null	17970	-0.29110097885131836	0.087632924	No	
row_163	POLH	null	null	18008	-0.29399076104164124	0.08905247	No	
row_164	ZNF365	null	null	18065	-0.29836705327033997	0.08977249	No	
row_165	DNTTIP2	null	null	18840	-0.32534298300743103	0.06270961	No	
row_166	INHBB	null	null	18908	-0.33022332191467285	0.06331039	No	
row_167	PLXNB2	null	null	19101	-0.34850290417671204	0.059206676	No	
row_168	JAG2	null	null	19129	-0.35090190172195435	0.061571397	No	
row_169	FAS	null	null	19380	-0.3689296245574951	0.055401195	No	
row_170	TCHH	null	null	19444	-0.373238205909729	0.056577377	No	
row_171	NOTCH1	null	null	19690	-0.39938709139823914	0.05089927	No	
row_172	FGF13	null	null	19831	-0.4117664396762848	0.0494432	No	
row_173	WWP1	null	null	19932	-0.422433465719223	0.04965351	No	
row_174	FBXW7	null	null	20263	-0.4565860629081726	0.0412126	No	
row_175	CTSF	null	null	20308	-0.46214401721954346	0.043997284	No	
row_176	HSPA4L	null	null	21024	-0.5443178415298462	0.0213728	No	
row_177	NINJ1	null	null	21169	-0.5583204627037048	0.021188581	No	
row_178	PLK3	null	null	21181	-0.5593253970146179	0.026209265	No	
row_179	GLS2	null	null	21303	-0.575331449508667	0.027089212	No	
row_180	TSPYL2	null	null	21529	-0.6101559400558472	0.024246166	No	
row_181	NHLH2	null	null	21611	-0.6206279397010803	0.027129944	No	
row_182	RHBDF2	null	null	22519	-0.7760321497917175	-7.3630275E-4	No	
row_183	SESN1	null	null	22602	-0.7931293845176697	0.0037893578	No	
row_184	IL1A	null	null	22820	-0.8360744714736938	0.0034602664	No	
row_185	LIF	null	null	22880	-0.8512263894081116	0.009450456	No	
row_186	NOL8	null	null	22952	-0.8679300546646118	0.015134683	No	
row_187	CCP110	null	null	23089	-0.9008492827415466	0.018600728	No	
row_188	GPX2	null	null	23139	-0.9154126644134521	0.025606992	No	
row_189	EPS8L2	null	null	23316	-0.955103874206543	0.028039284	No	
row_190	PTPRE	null	null	23352	-0.967617392539978	0.03610111	No	
row_191	NUPR1	null	null	23866	-1.1311931610107422	0.027085759	No	
row_192	ERCC5	null	null	24580	-1.443930745124817	0.013305688	No	
row_193	PIDD1	null	null	24898	-1.6513253450393677	0.017014723	No	
row_194	DGKA	null	null	25121	-1.8455431461334229	0.026327107	No	
